i_ajuntament,1,2,2334,True,True,True
i_ajuntament,1,3,1724,True,True,True
i_ajuntament,1,4,777,False,True,True
i_ajuntament,1,5,1017,True,True,True
i_ajuntament,1,6,972,False,True,True
i_autannes,1,2,2386,True,True,True
i_autannes,1,3,2013,True,True,True
i_autannes,1,4,923,False,True,True
i_autannes,1,5,1110,True,True,True
i_autannes,1,6,2110,True,True,True
i_bologna,1,2,1716,True,True,True
i_bologna,1,3,1659,True,True,True
i_bologna,1,4,1615,True,True,True
i_bologna,1,5,1424,True,True,True
i_bologna,1,6,1364,False,True,True
i_books,1,2,2213,True,True,True
i_books,1,3,2240,True,True,True
i_books,1,4,2341,True,True,True
i_books,1,5,2478,True,True,True
i_books,1,6,2244,True,True,True
i_boutique,1,2,2655,True,True,True
i_boutique,1,3,2228,True,True,True
i_boutique,1,4,1929,True,True,True
i_boutique,1,5,1410,True,True,True
i_boutique,1,6,1335,True,True,True
i_bridger,1,2,1858,True,True,True
i_bridger,1,3,1555,False,True,True
i_bridger,1,4,1806,True,True,True
i_bridger,1,5,1488,True,True,True
i_bridger,1,6,562,False,True,True
i_brooklyn,1,2,1701,True,True,True
i_brooklyn,1,3,1798,False,True,True
i_brooklyn,1,4,1436,True,True,True
i_brooklyn,1,5,1517,False,True,True
i_brooklyn,1,6,1462,False,True,True
i_castle,1,2,1539,True,True,True
i_castle,1,3,2137,True,True,True
i_castle,1,4,1595,True,True,True
i_castle,1,5,1168,False,False,True
i_castle,1,6,1451,True,True,True
i_chestnuts,1,2,2624,True,True,True
i_chestnuts,1,3,2620,True,True,True
i_chestnuts,1,4,2520,True,True,True
i_chestnuts,1,5,2256,True,True,True
i_chestnuts,1,6,1662,True,True,True
i_contruction,1,2,1824,True,True,True
i_contruction,1,3,1818,True,True,True
i_contruction,1,4,1370,True,True,True
i_contruction,1,5,735,False,True,True
i_contruction,1,6,539,False,False,True
i_crownday,1,2,1326,True,True,True
i_crownday,1,3,1533,False,True,True
i_crownday,1,4,1960,True,True,True
i_crownday,1,5,1997,True,True,True
i_crownday,1,6,1229,True,True,True
i_crownnight,1,2,1716,True,True,True
i_crownnight,1,3,1747,True,True,True
